DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,1995,116865.6,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,1996,117634.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,1997,117458.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,1998,122246.3,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,1999,126176.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2000,134116.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2001,138526.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2002,140825.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2003,143956.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2004,149126.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2005,155602.7,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2006,162732.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2007,170591.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2008,178419.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2009,177992.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2010,186792.3,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2011,193783.7,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2012,200593.7,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2013,206109.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2014,208800.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2015,213930.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2016,220597.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2017,229076.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2018,238205.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2019,245703.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2020,227205.9,p
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2021,245760.0,p
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,BE,2022,277900.9,p
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,1995,4698.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,1996,4972.7,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,1997,5260.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,1998,5708.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,1999,6037.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2000,6688.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2001,7147.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2002,7462.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2003,7837.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2004,8568.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2005,9259.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2006,9991.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2007,11246.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2008,12689.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2009,11895.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2010,12805.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2011,13066.6,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2012,13036.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2013,12093.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2014,12007.3,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2015,12078.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2016,12456.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2017,13187.7,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2018,14039.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2019,14622.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2020,13499.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2021,14242.7,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,CY,2022,16565.1,p
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,1995,1104338.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,1996,1108170.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,1997,1097209.6,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,1998,1113504.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,1999,1157371.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2000,1187402.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2001,1226704.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2002,1225271.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2003,1248729.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2004,1270247.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2005,1293777.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2006,1328142.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2007,1349605.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2008,1380826.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2009,1380388.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2010,1413207.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2011,1464938.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2012,1507366.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2013,1533784.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2014,1563899.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2015,1602969.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2016,1653716.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2017,1702465.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2018,1753390.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2019,1804533.0,p
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2020,1708666.0,p
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2021,1785490.0,p
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,DE,2022,1979297.0,p
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,1995,3225983.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,1996,3382777.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,1997,3445188.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,1998,3573568.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,1999,3749671.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2000,3949715.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2001,4121057.7,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2002,4230541.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2003,4372218.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2004,4536977.3,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2005,4717021.6,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2006,4925925.6,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2007,5137294.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2008,5298136.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2009,5204294.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2010,5333144.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2011,5457863.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2012,5498674.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2013,5523753.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2014,5598226.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2015,5720822.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2016,5860997.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2017,6043746.6,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2018,6225686.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2019,6381404.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2020,5921634.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2021,6303097.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EA19,2022,7014705.3,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,1995,1670.7,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,1996,2184.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,1997,2640.3,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,1998,2907.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,1999,3037.6,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2000,3357.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2001,3827.7,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2002,4336.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2003,4833.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2004,5419.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2005,6166.3,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2006,7345.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2007,8595.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2008,8859.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2009,7538.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2010,7728.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2011,8380.6,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2012,9100.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2013,9728.3,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2014,10150.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2015,10603.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2016,11192.7,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2017,11970.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2018,12995.7,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2019,13963.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2020,13651.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2021,15523.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EE,2022,18524.6,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,1995,71162.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,1996,78092.3,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,1997,84285.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,1998,86471.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,1999,93393.3,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2000,95641.3,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2001,100685.6,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2002,108123.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2003,115871.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2004,124016.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2005,131812.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2006,139855.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2007,150861.6,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2008,163039.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2009,161838.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2010,150741.1,b
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2011,141761.5,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2012,132276.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2013,125549.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2014,122428.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2015,120454.4,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2016,118646.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2017,122054.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2018,124323.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2019,126731.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2020,115578.7,p
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2021,123421.3,p
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,EL,2022,142976.8,p
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,1995,286741.2,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,1996,306180.8,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,1997,313587.1,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,1998,330191.9,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,1999,355082.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,2000,386232.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,2001,415480.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,2002,439857.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,2003,464719.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,2004,500587.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,2005,538655.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,2006,579897.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,2007,619836.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,2008,637518.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,2009,608749.0,
ESTAT:NAIDA_10_GDP(1.0),15/09/23 23:00:00,A,CP_MEUR,P31_S14_S15,ES,2010,623125.0,
